partner_display_label_id,partner_name_display_alias_machine,official_mechanism_code,official_mechanism_label,source_row_count,raw_source_literal_variant_count,department_count,department_names,issue_field_codes,source_row_numbers,edge_semantics,identity_status,human_gate,interpretation_limit
S002PL340,一般社団法人みむみむの森芸術文化振興グループ,6,後援,1,1,1,教育庁,13,576,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL341,社会福祉法人若杉福祉会,6,後援,1,1,1,教育庁,13,577,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL342,公益社団法人浦添青年会議所,6,後援,1,1,1,教育庁,13,578,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL343,公益社団法人沖縄県文化振興会,6,後援,1,1,1,教育庁,13,579,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL344,一般社団法人落語知育振興協会,6,後援,1,1,1,教育庁,13,580,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL345,公益財団法人民間放送教育協会,6,後援,1,1,1,教育庁,13,581,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL346,一般社団法人おきなわオペラアカデミー,6,後援,1,1,1,教育庁,13,582,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL347,全日本ピアノ指導者協会沖縄支部,6,後援,2,1,1,教育庁,6,583;586,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL348,日本バトン協会沖縄支部,6,後援,1,1,1,教育庁,6,584,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL349,全国はがき筆文字展実行委員会,6,後援,1,1,1,教育庁,6,585,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL350,一般社団法人カンタームス,6,後援,1,1,1,教育庁,6,587,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL351,公益財団法人沖縄県交通安全協会連合会,6,後援,1,1,1,教育庁,13,588,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL355,(公財)沖縄県学校給食会,6,後援,3,1,1,教育庁,13,595;596;598,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL359,沖縄県酒造組合沖縄県卸売酒販組合沖縄県小売酒販組合(株)オリオンビール,6,後援,1,1,1,警察本部,13,608,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL361,一般社団法人沖縄県PTA連合会、沖縄県高等学校PTA連合会等(主催は、沖縄県教育委員会),6,後援,1,1,1,警察本部,13,610,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL365,ジェイ・ディ共済協同組合,6,後援,1,1,1,警察本部,9,616,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL135,NPO法人アンビシャス,7,実行委員会等,1,1,1,保健医療介護部,1,214,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL180,特定非営利活動法人いきがいLABO,7,実行委員会等,1,1,1,保健医療介護部,1,293,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL181,特定非営利活動法人グランアーク,7,実行委員会等,1,1,1,保健医療介護部,1,294,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL203,沖縄大交易会実行委員会,7,実行委員会等,1,1,1,商工労働部,16,347,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL209,公益社団法人沖縄県工業連合会,7,実行委員会等,1,1,1,商工労働部,15,364,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL311,一般社団法人沖縄県PTA連合会,7,実行委員会等,1,1,1,教育庁,13,593,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL323,たいようのえくぼ1万人井戸端会議,7,実行委員会等,1,1,1,教育庁,2,554,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL353,公益財団法人沖縄県学校給食会,7,実行委員会等,1,1,1,教育庁,13,592,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL360,第74回社会を明るくする運動沖縄県推進委員会事務局,7,実行委員会等,1,1,1,警察本部,13,609,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL015,(一社)八重山ビジターズビューロー,8,事業協力,1,1,1,総務部,4,17,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL049,特定非営利活動法人介護と福祉の調査機関おきなわ,8,事業協力,1,1,1,生活福祉部,1,74,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL050,一般社団法人沖縄県社会福祉士会,8,事業協力,1,1,1,生活福祉部,1,75,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL135,NPO法人アンビシャス,8,事業協力,1,1,1,保健医療介護部,1,233,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL145,一般財団法人沖縄美ら島財団,8,事業協力,2,1,2,保健医療介護部;教育庁,1;2,235;570,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL162,一般社団法人沖縄県歯科医師会,8,事業協力,1,1,1,保健医療介護部,1,261,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL163,一般社団法人那覇地区薬剤師会,8,事業協力,1,1,1,保健医療介護部,1,260,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL164,公益社団法人沖縄県栄養士会,8,事業協力,1,1,1,保健医療介護部,1,262,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL210,一般社団法人沖縄県発明協会,8,事業協力,1,1,1,商工労働部,15,365,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL211,沖縄県観光おみやげ品公正取引協議会,8,事業協力,1,1,1,商工労働部,16,366,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL212,一般社団法人沖縄県溶接協会,8,事業協力,1,1,1,商工労働部,16,368,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL275,NPO法人バリアフリーネットワーク会議,8,事業協力,1,1,1,土木建築部,6,467,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL286,認定特定非営利活動法人Teach For Japan,8,事業協力,1,1,1,教育庁,13,498,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL303,公益社団法人沖縄県青少年育成県民会議,8,事業協力,1,1,1,教育庁,13,553,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL334,NPO法人沖縄児童英語研究会,8,事業協力,1,1,1,教育庁,13,569,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL336,公益財団法人放送番組センター,8,事業協力,1,1,1,教育庁,2,572,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL352,NPO法人沖縄がん教育サポートセンター,8,事業協力,1,1,1,教育庁,13,589,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL356,おきなわ子ども未来ネットワーク,8,事業協力,1,1,1,病院事業局,1,599,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL357,公益財団法人沖縄県防犯協会連合会,8,事業協力,1,1,1,警察本部,9,603,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL364,公益社団法人全日本断酒連盟沖縄県断酒会,8,事業協力,1,1,1,警察本部,9,615,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL002,沖縄災害救助犬協会,9,講師等,1,1,1,知事公室,8,2,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL003,沖縄県消防設備協会,9,講師等,1,1,1,知事公室,8,3,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL004,日本エレベーター協会,9,講師等,1,1,1,知事公室,8,4,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL005,沖縄県消防協会,9,講師等,1,1,1,知事公室,8,5,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL006,沖縄県高圧ガス保安協会,9,講師等,1,1,1,知事公室,8,6,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL007,日本防炎協会,9,講師等,1,1,1,知事公室,8,7,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL008,日本無線協会,9,講師等,1,1,1,知事公室,8,8,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL129,NPO法人レインボーハートokinawa,9,講師等,1,1,1,教育庁,13,499,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL135,NPO法人アンビシャス,9,講師等,1,1,1,保健医療介護部,1,215,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL136,一般社団法人おきなわASK,9,講師等,1,1,1,保健医療介護部,1,216,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL155,沖縄愛楽園自治会,9,講師等,1,1,1,保健医療介護部,10,246,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL182,NPO法人名護市障害者関係団体協議会地域生活支援センターウェーブ,9,講師等,1,1,1,保健医療介護部,1,298,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL184,一般社団法人高橋聡美研究室,9,講師等,1,1,1,保健医療介護部,1,301,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL187,認定NPO法人アンビシャス,9,講師等,2,1,1,保健医療介護部,1,312;313,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL195,一般社団法人ちゅらまーる在宅看護センターはなはな,9,講師等,1,1,1,保健医療介護部,1,333,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL202,NPO法人おきなわグリーンネットワーク,9,講師等,1,1,1,農林水産部,7,346,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL325,湧き水fan倶楽部,9,講師等,1,1,1,教育庁,2,558,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL326,一般社団法人沖縄県美ら海教育学校,9,講師等,1,1,1,教育庁,2,559,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL328,那覇伝統織物事業協同組合,9,講師等,1,1,1,教育庁,2,562,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL354,一般財団法人沖縄県環境科学センター,9,講師等,1,1,1,教育庁,13,594,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL129,NPO法人レインボーハートokinawa,10,その他,1,1,1,土木建築部,3,466,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL183,一般社団法人沖縄県医師会、各地区医師会(北部・中部・南部・那覇市・浦添市)(委員として会員の推薦・選出),10,その他,1,1,1,保健医療介護部,1,300,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL275,NPO法人バリアフリーネットワーク会議,10,その他,1,1,1,土木建築部,3,465,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL329,特定非営利活動法人1万人井戸端会議,10,その他,1,1,1,教育庁,2,563,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL357,公益財団法人沖縄県防犯協会連合会,10,その他,2,1,1,警察本部,9,602;604,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
