edge_id,actor_id,actor_name,actor_class,analysis_family_v1,origin_type,issue_id,issue_label,issue_group,relation_basis_original,temporal_scope_v1,temporal_scope_rule,source_ref,evidence_level,review_status,review_layer,analysis_inclusion,analysis_exclusion_reason,conclusion_eligibility,notes,interpretation_limit
AI276,A097,宮古島環境クラブ,local_civic_actor,冲绳本地公民行动,okinawa_local,I005,biodiversity,environment,宮古島環境クラブ持续保护水边自然并开展物种/生态教育。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S114,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S029.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI277,A098,特定非営利活動法人宮古島海の環境ネットワーク,local_npo,冲绳本地公民行动,okinawa_local,I020,environment,environment,宮古島海の環境ネットワーク以海岸清扫、海洋调查和环境教育保护海洋环境。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S115,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S031.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI278,A098,特定非営利活動法人宮古島海の環境ネットワーク,local_npo,冲绳本地公民行动,okinawa_local,I005,biodiversity,environment,该NPO的法定目的明确包括维护宫古海域自然环境与生物生态系统。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S242,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S032.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI279,A099,有機フッ素化合物（PFAS）汚染から市民の生命を守る連絡会,citizen_network,冲绳本地公民行动,okinawa_local,I006,groundwater,life_safety,A099因北谷净水场水源与自来水PFAS污染担忧而成立，并要求安全饮水。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S116,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S033.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI280,A099,有機フッ素化合物（PFAS）汚染から市民の生命を守る連絡会,citizen_network,冲绳本地公民行动,okinawa_local,I008,health_risk,life_safety,A099围绕PFAS潜在健康影响开展血液检测与公共健康调查倡议。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S243;S116,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S034;EA-S033.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI281,A099,有機フッ素化合物（PFAS）汚染から市民の生命を守る連絡会,citizen_network,冲绳本地公民行动,okinawa_local,I007,life_safety,life_safety,A099以保障市民生命与可安心饮用的水为持续公开目标。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S116,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S033.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI282,A099,有機フッ素化合物（PFAS）汚染から市民の生命を守る連絡会,citizen_network,冲绳本地公民行动,okinawa_local,I020,environment,environment,A099把PFAS界定为持续存在的环境污染问题并开展调查/倡议。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S116;S243,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S033;EA-S034.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI283,A100,ミサイル配備から命を守るうるま市民の会,citizen_group,冲绳本地公民行动,okinawa_local,I002,anti_military,security_politics,A100为反对胜连分屯地导弹部队部署而成立并持续请求撤回。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S118;S119;S244,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S035;EA-S036;EA-S037.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI284,A100,ミサイル配備から命を守るうるま市民の会,citizen_group,冲绳本地公民行动,okinawa_local,I007,life_safety,life_safety,A100公开将导弹部署与居民生命、安全及学校周边风险相连。,event_specific,human-reviewed scope_kind from central actor-issue edge,S119;S244,E2,human_checked,human_reviewed,active,,candidate_or_clue,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S036;EA-S037.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI285,A100,ミサイル配備から命を守るうるま市民の会,citizen_group,冲绳本地公民行动,okinawa_local,I017,frontline_prevention,security_politics,A100在成立与后续行动中提出不让岛屿成为战场、避免基地成为攻击目标。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S119;S244,E2,human_checked,human_reviewed,active,,candidate_or_clue,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S036;EA-S037.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI286,A100,ミサイル配備から命を守るうるま市民の会,citizen_group,冲绳本地公民行动,okinawa_local,I018,Taiwan_contingency,security_politics,A100把‘台湾有事’情境下的目标化风险作为反部署说明的一部分。,event_specific,human-reviewed scope_kind from central actor-issue edge,S119,E2,human_checked,human_reviewed,active,,candidate_or_clue,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S036.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI287,A100,ミサイル配備から命を守るうるま市民の会,citizen_group,冲绳本地公民行动,okinawa_local,I026,mobilization,collective_action,"A100开展照片展、约10,500人署名、要请与搬入抗议等持续动员。",organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S244;S119,E2,human_checked,human_reviewed,active,,candidate_or_clue,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S037;EA-S036.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI288,A101,沖縄・琉球弧の声を届ける会,citizen_network,冲绳本地公民行动,okinawa_local,I002,anti_military,security_politics,A101的趣意书以反对琉球弧自卫队基地、导弹与弹药部署为核心议题。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S245,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S038.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI289,A101,沖縄・琉球弧の声を届ける会,citizen_network,冲绳本地公民行动,okinawa_local,I017,frontline_prevention,security_politics,A101把冲绳/琉球弧被置于最前线和再度战场化的风险作为持续框架。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S245,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S038.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI290,A101,沖縄・琉球弧の声を届ける会,citizen_network,冲绳本地公民行动,okinawa_local,I018,Taiwan_contingency,security_politics,A101明确围绕台湾有事叙事、岛屿部署与居民风险开展系列讲座。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S245,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S038.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI291,A101,沖縄・琉球弧の声を届ける会,citizen_network,冲绳本地公民行动,okinawa_local,I025,anti_war,peace_human_rights,A101以反对军事化和战争、避免重演冲绳战为组织目标。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S245,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S038.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI292,A101,沖縄・琉球弧の声を届ける会,citizen_network,冲绳本地公民行动,okinawa_local,I023,human_rights,peace_human_rights,A101把表达/报道自由与保障人权列为连续讲座的核心论点。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S245,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S038.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI293,A101,沖縄・琉球弧の声を届ける会,citizen_network,冲绳本地公民行动,okinawa_local,I012,international_advocacy,transnational,A101明确以向日本本土与海外媒体、组织和市民传播琉球弧市民声音为目的。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S245;S246,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S038;EA-S039.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI294,A101,沖縄・琉球弧の声を届ける会,citizen_network,冲绳本地公民行动,okinawa_local,I020,environment,environment,A101主办环境影响评价讲座并向县知事提交保护浦添海域的具体提言。,event_specific,human-reviewed scope_kind from central actor-issue edge,S247;S246,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S040;EA-S039.,actor--issue evidence only; does not establish stable inter-organizational alliance
