source_id,source_title,source_type,source_channel_heuristic,source_year_raw,parsed_year_min,parsed_year_max,url_domain,organization_hosted_trace_candidate,official_or_formal_trace_candidate,external_mention_trace_candidate,legal_procedural_trace,title_language_heuristic,case_number_or_legal_title_marker,high_capacity_list_source,archive_status,archive_content_type,source_evidence_level,source_review_status,classification_method,research_status,display_tier,claim_status,review_status,frontend_eligibility,interpretation_limit
S058,IUCN member page: Save the Dugong Campaign Center,ngo_directory,organization_hosted,2026,2026,2026,iucn.org,yes,yes,no,no,likely_english_title,no,no,archived,text/html; charset=UTF-8,E4,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S059,GEOC団体情報: ジュゴン保護キャンペーンセンター,ngo_directory,organization_hosted,2019,2019,2019,geoc.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S060,Earthjustice 2003 Okinawa Dugong lawsuit press release,legal_international,legal_procedural,2003,2003,2003,earthjustice.org,no,yes,no,yes,likely_english_title,no,no,archived,text/html; charset=UTF-8,E4,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S061,JELF Okinawa Dugong NHPA lawsuit plaintiff material,legal_source,legal_procedural,2018,2018,2018,jelf-justice.org,no,yes,no,yes,likely_english_title,no,no,archived,text/html; charset=UTF-8,E4,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S062,Earthjustice Okinawa Dugong case page,legal_international,legal_procedural,2026,2026,2026,earthjustice.org,no,yes,no,yes,likely_english_title,no,no,archived,text/html; charset=UTF-8,E4,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S063,琉球新報 用語辞典 ジュゴン保護基金委員会,encyclopedia,media,2026,2026,2026,ryukyushimpo.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S064,NGO非戦ネット 辺野古県民投票結果の尊重を求める声明,ngo_statement,organization_hosted,2019,2019,2019,peaceboat.org,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S065,NGO非戦ネット 公式サイト,organization_site,organization_hosted,2026,2026,2026,ngo-nowar.org,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S066,アーユス NGO非戦ネット 2015 活動紹介,ngo_report,other,2015,2015,2015,ngo-ayus.jp,no,no,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S067,JVC NGO非戦ネット OSA反対声明 2023,ngo_statement,organization_hosted,2023,2023,2023,ngo-jvc.net,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S068,沖縄タイムス 日米の合同演習 市民が中止要請 与那国イソバの会,local_news,media,2024,2024,2024,okinawatimes.co.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=utf-8,E3,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S069,週刊金曜日 自衛隊配備賛否を問う与那国島住民投票 反対派は選挙過程も疑問視,magazine_news,media,2015,2015,2015,kinyobi.co.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E2,human_verified,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
